Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Requis
Diffusion de chaleurfroid - sur;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;APD;Schéma d'emprise;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Diffusion de chaleurfroid - sur;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Diffusion de chaleurfroid - sur;Classification;Uniformat II 2010;Toutes;"D3020.70 – Decentralized Heating Equipment
D3030.70 Decentralized Cooling";;;Oui
Diffusion de chaleurfroid - sur;Classification;DIN276;Toutes;KG 423 – RaumHeizflächen;;;Oui
Echangeur air-air;Classe et type IFC;Types IFC;Toutes;Echangeur à plaque à contre courant;IfcAirToAirHeatRecoveryType.FIXEDPLATECOUNTERFLOWEXCHANGER;Mechanical Equipment [BIMids Classification:Air-to-air exchanger];Oui
Echangeur air-air;Classe et type IFC;Types IFC;Toutes;Echangeur à plaque flux croisé;IfcAirToAirHeatRecoveryType.FIXEDPLATECROSSFLOWEXCHANGER;Mechanical Equipment [BIMids Classification:Air-to-air exchanger];Oui
Echangeur air-air;Classe et type IFC;Types IFC;Toutes;Echangeur à plaque flux parallèle;IfcAirToAirHeatRecoveryType.FIXEDPLATEPARALLELFLOWEXCHANGER;Mechanical Equipment [BIMids Classification:Air-to-air exchanger];Oui
Echangeur air-air;Classe et type IFC;Types IFC;Toutes;Echangeur à roue;IfcAirToAirHeatRecoveryType.ROTARYWHEEL;Mechanical Equipment [BIMids Classification:Air-to-air exchanger];Oui
Echangeur air-air;Classe et type IFC;Types IFC;Toutes;Echangeur à tube;IfcAirToAirHeatRecoveryType.RUNAROUNDCOILLOOP;Mechanical Equipment [BIMids Classification:Air-to-air exchanger];Oui
Echangeur air-air;Classe et type IFC;Types IFC;Toutes;Echangeur enthalpique;IfcAirToAirHeatRecoveryType.TWINTOWERENTHALPYRECOVERYLOOPS;Mechanical Equipment [BIMids Classification:Air-to-air exchanger];Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcAirToAirHeatRecoveryType.PredefinedType;Type IFC Predefined Type;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcAirToAirHeatRecoveryType.PredefinedType;Type IFC Predefined Type;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcAirToAirHeatRecoveryType.PredefinedType;Type IFC Predefined Type;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcAirToAirHeatRecoveryType.PredefinedType;Type IFC Predefined Type;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Echangeur air-air;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Echangeur air-air;Documentation;Descriptifs;APD;Prédimensionnement;;;Oui
Echangeur air-air;Documentation;Descriptifs;PDE;Dimensionnement;;;Oui
Echangeur air-air;Documentation;Descriptifs;EXE;Dimensionnement;;;Oui
Echangeur air-air;Documentation;Descriptifs;EXP;Dimensionnement;;;Oui
Echangeur air-air;Documentation;Descriptifs;APD;Prescriptions;;;Oui
Echangeur air-air;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Echangeur air-air;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;PDE;Protocole de communication;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXE;Protocole de communication;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXP;Protocole de communication;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Echangeur air-air;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Echangeur air-air;Documentation;Plans et schémas;APD;Schéma d'emprise;;;Oui
Echangeur air-air;Documentation;Plans et schémas;APD;Schéma unifilaire;;;Oui
Echangeur air-air;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Echangeur air-air;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Echangeur air-air;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Echangeur air-air;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Echangeur air-air;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Echangeur air-air;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Echangeur air-air;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Echangeur air-air;Classification;Uniformat II 2010;Toutes;D3060.60 – Air-to-Air Energy Recovery;;;Oui
Echangeur air-air;Classification;DIN276;Toutes;"KG431 – Lüftungsanlagen
KG432 – Teilklimaanlagen
KG433 – Klimaanlagen
KG434 – Kälteanlagen
KG475 – Prozesswärme-, kälte- und -luftanlagen";;;Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Solive de plancher;IfcMember.USERDEFINED[JOIST];Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Elément vertical ossature bois;IfcMember.STUD;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Lisse horizontale ossature bois;IfcMember.PLATE;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Chevron;IfcMember.RAFTER;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Contreventement;IfcMember.BRACE;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Limon;IfcMember.STRINGER;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Meneau;IfcMember.MULLION;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Meneau de mur rideau;IfcMember.MULLION;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Résille de mur rideau;IfcMember.MULLION;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Traverse de mur rideau;IfcMember.MULLION;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Panne;IfcMember.PURLIN;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Membrure sup. et inf. poutre treillis;IfcMember.CHORD;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Sablière;IfcMember.PURLIN;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Classe et type IFC;Types IFC;Toutes;Lattage;IfcMember.RAFTER;Structural Framing [BIMids Classification:Linear structural member];Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) ;Pset_MemberCommon.Status;-;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) ;Pset_MemberCommon.Status;-;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) ;Pset_MemberCommon.Status;-;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;Pset_MemberCommon.Status;-;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcMemberType.PredefinedType;Type IFC Predefined Type;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcMemberType.PredefinedType;Type IFC Predefined Type;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcMemberType.PredefinedType;Type IFC Predefined Type;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_MemberCommon.Status;Phase Created;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_MemberCommon.Status;Phase Created;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_MemberCommon.Status;Phase Created;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_MemberCommon.Status;Phase Created;Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Elément de charpente linéaire;Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Elément de charpente linéaire;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Elément de charpente linéaire;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;PDE;Plan de coffrage;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXE;Plan de coffrage;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXP;Plan de coffrage;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXE;Plan de ferraillage;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXP;Plan de ferraillage;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Elément de charpente linéaire;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Elément de charpente linéaire;Classification;Uniformat II 2010;Toutes;"B1010.10 – Floor Structural Frame
B1020.10 – Roof Structural Frame
B2010.20 – Exterior Wall Construction
B3080.10 – Exterior Ceiling
C1010 – Interior Partition
F1020.40 – Metal Building Systems";;;Oui
Elément de charpente linéaire;Classification;DIN276;Toutes;"331 – Tragende Außenwände
351 – Deckenkonstruktionen
355 – Elementierte Deckenkonstruktionen
361 – Dachkonstruktionen";;;Oui
Equipement de protection électr;Classe et type IFC;Types IFC;Toutes;Disjoncteur général;IfcProtectiveDeviceType.CIRCUITBREAKER;Electrical Fixtures [BIMids Classification:Electrical protection equipment];Oui
Equipement de protection électr;Classe et type IFC;Types IFC;Toutes;Disjoncteur divisionnaire;IfcProtectiveDeviceType.CIRCUITBREAKER;Electrical Fixtures [BIMids Classification:Electrical protection equipment];Oui
Equipement de protection électr;Classe et type IFC;Types IFC;Toutes;Interrupteur sectionneur;IfcProtectiveDeviceType.CIRCUITBREAKER;Electrical Fixtures [BIMids Classification:Electrical protection equipment];Oui
Equipement de protection électr;Classe et type IFC;Types IFC;Toutes;Disjoncteur différentiel;IfcProtectiveDeviceType.RESIDUALCURRENTCIRCUITBREAKER;Electrical Fixtures [BIMids Classification:Electrical protection equipment];Oui
Equipement de protection électr;Classe et type IFC;Types IFC;Toutes;Disjoncteur de fuite de terre;IfcProtectiveDeviceType.USERDEFINED[EARTHLEAKAGECIRCUITBREAKER];Electrical Fixtures [BIMids Classification:Electrical protection equipment];Oui
Equipement de protection électr;Classe et type IFC;Types IFC;Toutes;Sectionneur de mise à la terre;IfcProtectiveDeviceType.USERDEFINED[EARTHINGSWITCH];Electrical Fixtures [BIMids Classification:Electrical protection equipment];Oui
Equipement de protection électr;Classe et type IFC;Types IFC;Toutes;Parasurtenseur;IfcProtectiveDeviceType.VARISTOR;Electrical Fixtures [BIMids Classification:Electrical protection equipment];Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcProtectiveDeviceType.PredefinedType;Type IFC Predefined Type;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcProtectiveDeviceType.PredefinedType;Type IFC Predefined Type;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcProtectiveDeviceType.PredefinedType;Type IFC Predefined Type;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_ProtectiveDeviceTypeCommon.Status;Phase Created;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_ProtectiveDeviceTypeCommon.Status;Phase Created;Oui
Equipement de protection électr;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_ProtectiveDeviceTypeCommon.Status;Phase Created;Oui
Equipement de protection électr;Documentation;Descriptifs;PDE;Dimensionnement;;;Oui
Equipement de protection électr;Documentation;Descriptifs;EXE;Dimensionnement;;;Oui
Equipement de protection électr;Documentation;Descriptifs;EXP;Dimensionnement;;;Oui
Equipement de protection électr;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Equipement de protection électr;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Equipement de protection électr;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Equipement de protection électr;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Equipement de protection électr;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Equipement de protection électr;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Equipement de protection électr;Classification;Uniformat II 2010;Toutes;"D5020.10 – Electrical Service
D5080.10 – Lightning Protection
G4010.50 – Electrical Switchgear and Protection Devices";;;Oui
Equipement de protection électr;Classification;DIN276;Toutes;KG 444 – Niederspannungsinstallationsanlagen;;;Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Ascenseur d'escalier;IfcTransportElement.USERDEFINED[STAIR_LIFT];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Monte-charge;IfcTransportElement.ELEVATOR;Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Derrick (mât de charge);IfcTransportElement.USERDEFINED[LIFTINGGEAR];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Escalator;IfcTransportElement.ESCALATOR;Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Escalier mécanique;IfcTransportElement.ESCALATOR;Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Goulotte à gravats;IfcTransportElement.USERDEFINED[RUBBLE_CHUTE];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Grue;IfcTransportElement.USERDEFINED[CRANEWAY];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Nacelle de façade;IfcTransportElement.USERDEFINED[LIFTING_PLATFORM];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Palan;IfcTransportElement.USERDEFINED[LIFTINGGEAR];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Passe linge;IfcTransportElement.USERDEFINED[LAUNDRY_PASS];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Passerelle d'embarquement;IfcTransportElement.USERDEFINED[GATEWAY];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Plateforme élévatrice;IfcTransportElement.USERDEFINED[LIFTING_PLATFORM];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Pont roulant;IfcTransportElement.USERDEFINED[CRANEWAY];Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Classe et type IFC;Types IFC;Toutes;Rampe mécanique;IfcTransportElement.MOVINGWALKWAY;Vertical Circulation [BIMids Classification:Transport equipment (excluding lifts)];Oui
Equipement de transport (hors a;Géométrie;Exigences minima;APD;Volume intervention maintenance;;;Oui
Equipement de transport (hors a;Géométrie;Exigences minima;PDE;Volume intervention maintenance;;;Oui
Equipement de transport (hors a;Géométrie;Exigences minima;EXE;Volume intervention maintenance;;;Oui
Equipement de transport (hors a;Géométrie;Exigences minima;EXP;Volume intervention maintenance;;;Oui
Equipement de transport (hors a;Géométrie;Exigences minima;APD;Locaux techniques - dimensions;;;Oui
Equipement de transport (hors a;Géométrie;Exigences minima;PDE;Locaux techniques - dimensions;;;Oui
Equipement de transport (hors a;Géométrie;Exigences minima;EXE;Locaux techniques - dimensions;;;Oui
Equipement de transport (hors a;Géométrie;Exigences minima;EXP;Locaux techniques - dimensions;;;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Equipement de transport (hors a;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Equipement de transport (hors a;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Equipement de transport (hors a;Documentation;Plans et schémas;APD;Schéma d'emprise;;;Oui
Equipement de transport (hors a;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Equipement de transport (hors a;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
