Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Requis
Production de froid;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Production de froid;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Production de froid;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Production de froid;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Production de froid;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Production de froid;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Production de froid;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Production de froid;Classification;Uniformat II 2010;Toutes;"D3030.10 – Central Cooling
D3030.30 – Evaporative Air-Cooling
D3030.70 – Decentralized Cooling";;;Oui
Production de froid;Classification;DIN276;Toutes;"KG 434 – Kälteanlagen
KG 475 – Prozesswärme-, kälte- und -luftanlagen";;;Oui
Projet;Classe et type IFC;Types IFC;Toutes;Projet;IfcProject;Project Information;Oui
Projet;Informations alphanumériques;Niveau objet;APS;Code du projet ;IfcRoot.Name;;Oui
Projet;Informations alphanumériques;Niveau objet;APD;Code du projet ;IfcRoot.Name;;Oui
Projet;Informations alphanumériques;Niveau objet;PDE;Code du projet ;IfcRoot.Name;;Oui
Projet;Informations alphanumériques;Niveau objet;EXE;Code du projet ;IfcRoot.Name;;Oui
Projet;Informations alphanumériques;Niveau objet;EXP;Code du projet ;IfcRoot.Name;;Oui
Projet;Informations alphanumériques;Niveau objet;APS;Nom du projet ;IfcContext.LongName;;Oui
Projet;Informations alphanumériques;Niveau objet;APD;Nom du projet ;IfcContext.LongName;;Oui
Projet;Informations alphanumériques;Niveau objet;PDE;Nom du projet ;IfcContext.LongName;;Oui
Projet;Informations alphanumériques;Niveau objet;EXE;Nom du projet ;IfcContext.LongName;;Oui
Projet;Informations alphanumériques;Niveau objet;EXP;Nom du projet ;IfcContext.LongName;;Oui
Projet;Informations alphanumériques;Niveau objet;APS;Nom client ;BIMids_Common.ClientName1;Client name;Oui
Projet;Informations alphanumériques;Niveau objet;APD;Nom client ;BIMids_Common.ClientName1;Client name;Oui
Projet;Informations alphanumériques;Niveau objet;PDE;Nom client ;BIMids_Common.ClientName1;Client name;Oui
Projet;Informations alphanumériques;Niveau objet;EXE;Nom client ;BIMids_Common.ClientName1;Client name;Oui
Projet;Informations alphanumériques;Niveau objet;EXP;Nom client ;BIMids_Common.ClientName1;Client name;Oui
Projet;Informations alphanumériques;Niveau objet;APS;Numéro projet client ;BIMids_Common.ClientProjectNumber1;Client project number;Oui
Projet;Informations alphanumériques;Niveau objet;APD;Numéro projet client ;BIMids_Common.ClientProjectNumber1;Client project number;Oui
Projet;Informations alphanumériques;Niveau objet;PDE;Numéro projet client ;BIMids_Common.ClientProjectNumber1;Client project number;Oui
Projet;Informations alphanumériques;Niveau objet;EXE;Numéro projet client ;BIMids_Common.ClientProjectNumber1;Client project number;Oui
Projet;Informations alphanumériques;Niveau objet;EXP;Numéro projet client ;BIMids_Common.ClientProjectNumber1;Client project number;Oui
Projet;Informations alphanumériques;Niveau objet;APS;Nom projet client ;BIMids_Common.ClientProjectName1;Client project name;Oui
Projet;Informations alphanumériques;Niveau objet;APD;Nom projet client ;BIMids_Common.ClientProjectName1;Client project name;Oui
Projet;Informations alphanumériques;Niveau objet;PDE;Nom projet client ;BIMids_Common.ClientProjectName1;Client project name;Oui
Projet;Informations alphanumériques;Niveau objet;EXE;Nom projet client ;BIMids_Common.ClientProjectName1;Client project name;Oui
Projet;Informations alphanumériques;Niveau objet;EXP;Nom projet client ;BIMids_Common.ClientProjectName1;Client project name;Oui
Raccord de chemin de câbles;Classe et type IFC;Types IFC;Toutes;Croisement 4 branches;IfcCableCarrierFittingType.CROSS;Cable Tray Fittings;Oui
Raccord de chemin de câbles;Classe et type IFC;Types IFC;Toutes;Raccord angle;IfcCableCarrierFittingType.BEND;Cable Tray Fittings;Oui
Raccord de chemin de câbles;Classe et type IFC;Types IFC;Toutes;Raccord T;IfcCableCarrierFittingType.TEE;Cable Tray Fittings;Oui
Raccord de chemin de câbles;Classe et type IFC;Types IFC;Toutes;Réduction;IfcCableCarrierFittingType.REDUCER;Cable Tray Fittings;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcCableCarrierFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcCableCarrierFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcCableCarrierFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_CableCarrierFittingTypeCommon.Status;Phase Created;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_CableCarrierFittingTypeCommon.Status;Phase Created;Oui
Raccord de chemin de câbles;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_CableCarrierFittingTypeCommon.Status;Phase Created;Oui
Raccord de chemin de câbles;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Raccord de chemin de câbles;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Raccord de chemin de câbles;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Raccord de chemin de câbles;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Raccord de chemin de câbles;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Raccord de chemin de câbles;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Raccord de chemin de câbles;Classification;Uniformat II 2010;Toutes;"D5020.30 – Power Distribution
D5020.90 – Electrical Service and Distribution Supplementary
Components
D5030.10 – Branch Wiring System
D5030.90 – General Purpose Electrical Power Supplementary
Components
D5040.20 – Branch Wiring for Lighting
D5040.90 – Lighting Supplementary Components
D5080.90 – Miscellaneous Electrical Systems Supplementary
Components
D6090.10 – Supplementary Components";;;Oui
Raccord de chemin de câbles;Classification;DIN276;Toutes;"KG 444 – Niederspannungsinstallationsanlagen
KG 445 – Beleuchtungsanlagen
KG 451 – Telekommunikationsanlagen
KG 454 – Elektroakustische Anlagen
KG 455 – Audiovisuelle Medien- und Antennenanlagen
KG 457 – Datenübertragungsnetze
KG 484 – Kabel, Leitungen und Verlegesysteme";;;Oui
Raccord de gaine de ventilation;Classe et type IFC;Types IFC;Toutes;Raccord de gaine de ventilation;IfcDuctFittingType;Duct Fittings;Oui
Raccord de gaine de ventilation;Classe et type IFC;Types IFC;Toutes;Branchement;IfcDuctFittingType.CONNECTOR;Duct Fittings;Oui
Raccord de gaine de ventilation;Classe et type IFC;Types IFC;Toutes;Coude;IfcDuctFittingType.BEND;Duct Fittings;Oui
Raccord de gaine de ventilation;Classe et type IFC;Types IFC;Toutes;Jonction (Y - T - X);IfcDuctFittingType.JUNCTION;Duct Fittings;Oui
Raccord de gaine de ventilation;Classe et type IFC;Types IFC;Toutes;Obturateur;IfcDuctFittingType.OBSTRUCTION;Duct Fittings;Oui
Raccord de gaine de ventilation;Classe et type IFC;Types IFC;Toutes;Réducteur;IfcDuctFittingType.TRANSITION;Duct Fittings;Oui
Raccord de gaine de ventilation;Classe et type IFC;Types IFC;Toutes;Adaptateur;IfcDuctFittingType.TRANSITION;Duct Fittings;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcDuctFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcDuctFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcDuctFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_DuctFittingTypeCommon.Status;Phase Created;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_DuctFittingTypeCommon.Status;Phase Created;Oui
Raccord de gaine de ventilation;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_DuctFittingTypeCommon.Status;Phase Created;Oui
Raccord de gaine de ventilation;Documentation;Descriptifs;PDE;Dimensionnement;;;Oui
Raccord de gaine de ventilation;Documentation;Descriptifs;EXE;Dimensionnement;;;Oui
Raccord de gaine de ventilation;Documentation;Descriptifs;EXP;Dimensionnement;;;Oui
Raccord de gaine de ventilation;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Raccord de gaine de ventilation;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Raccord de gaine de ventilation;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Raccord de gaine de ventilation;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Raccord de gaine de ventilation;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Raccord de gaine de ventilation;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Raccord de gaine de ventilation;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Raccord de gaine de ventilation;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Raccord de gaine de ventilation;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Raccord de gaine de ventilation;Classification;Uniformat II 2010;Toutes;"D3050.50 – HVAC Air Distribution Systems
D3060 – Ventilation";;;Oui
Raccord de gaine de ventilation;Classification;DIN276;Toutes;"KG429 – Sonstiges zur KG420 (Wärmeversorgungsanlagen)
KG431 – Lüftungsanlagen
KG432 – Teilklimaanlagen
KG433 – Klimaanlagen
KG434 – Kälteanlagen";;;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Bouchon;IfcPipeFittingType.OBSTRUCTION;Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Coude;IfcPipeFittingType.BEND;Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Obturateur;IfcPipeFittingType.OBSTRUCTION;Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Réducteur;IfcPipeFittingType.TRANSITION;Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Transition (changement section);IfcPipeFittingType.TRANSITION;Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Jonction (Y - T - X);IfcPipeFittingType.JUNCTION;Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Collecteur eau;IfcPipeFittingType.USERDEFINED[MANIFOLD];Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Classe et type IFC;Types IFC;Toutes;Collecteur chauffage;IfcPipeFittingType.USERDEFINED[MANIFOLD];Pipe Fittings;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcPipeFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcPipeFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcPipeFittingType.PredefinedType;Type IFC Predefined Type;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_FlowFittingTypeCommon.Status;Phase Created;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_FlowFittingTypeCommon.Status;Phase Created;Oui
Raccord tuyau sanitairechauffag;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_FlowFittingTypeCommon.Status;Phase Created;Oui
Raccord tuyau sanitairechauffag;Documentation;Descriptifs;PDE;Dimensionnement;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Descriptifs;EXE;Dimensionnement;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Descriptifs;EXP;Dimensionnement;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Raccord tuyau sanitairechauffag;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Raccord tuyau sanitairechauffag;Classification;Uniformat II 2010;Toutes;"B3020.70 Rainwater Management
D2010.40 – Domestic Water Piping
D2020.30 – Sanitary Sewerage Piping
D2030.20 – Stormwater Drainage Piping
D2030.60 – Grey Water Systems
D2050 – General service Compressed-Air
D2060.20 – Vacuum Systems
D2060.30 – Gas Systems
D2060.40 Chemical-Waste Systems
D2060.50 Processed Water System
D3010.10 Fuel Piping
D3020.70 – Decentralized Heating Equipement
D3030.10 – Central Cooling
D3050.10 – Facility HVAC Distribution Systems
D3050.30 – Facility Steam Distribution
D3070.10 – Snow Melting
D4010.10 – Water-Based Fire-Suppression
D4010.50 – Fire-Extinguishing
D5080.40 Cathodic Protection
F1050.10 Pools
F1050.20 Interior Fountains
F1050.60 Ice Rinks
G2060.10 Exterior Fountains
G2080.10 – Planting Irrigation
G3010.10 – Site Domestic Water Distribution
G3010.30 – Site Fire Protection Water Distribution
G3010.50 Site Irrigation Water Distribution
G3020.20 Sanitary Sewerage Piping
G3030.20 – Storm Drainage Piping
G3030.30 – Culverts
G3030.60 – Site Subdrainage
G3050 – SIte Energy Distribution
G3060 – Site Fuel Distribution
G3090 – Liquid and Gas Site Utilities Supplementary Components";;;Oui
Raccord tuyau sanitairechauffag;Classification;DIN276;Toutes;"KG 326 – Dränagen
KG 411 – Abwasseranlagen
KG 412 – Wasseranlagen
KG 413 – Gasanlagen
KG 421 – Wärmeerzeugunganlagen
KG 422 – Wärmeverteilnetze
KG 431 – Lüftunganlagen
KG 474 – Feuerlöschanlagen
KG 484 – Kabel, Leitungen und Verlegesysteme";;;Oui
Rampe;Classe et type IFC;Types IFC;Toutes;Rampe droite simple;IfcRamp.STRAIGHT_RUN_RAMP;Ramps;Oui
Rampe;Classe et type IFC;Types IFC;Toutes;Rampe droite avec palier intermédiaire;IfcRamp.TWO_STRAIGHT_RUN_RAMP;Ramps;Oui
Rampe;Classe et type IFC;Types IFC;Toutes;Rampe 1 quart tournant;IfcRamp.QUARTER_TURN_RAMP;Ramps;Oui
Rampe;Classe et type IFC;Types IFC;Toutes;Rampe 2 quarts tournants;IfcRamp.TWO_QUARTER_TURN_RAMP;Ramps;Oui
Rampe;Classe et type IFC;Types IFC;Toutes;Rampe en U avec palier intermédiaire;IfcRamp.HALF_TURN_RAMP;Ramps;Oui
Rampe;Classe et type IFC;Types IFC;Toutes;Rampe en spirale;IfcRamp.SPIRAL_RAMP;Ramps;Oui
Rampe;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) ;Pset_RampCommon.Status;-;Oui
Rampe;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) ;Pset_RampCommon.Status;-;Oui
Rampe;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) ;Pset_RampCommon.Status;-;Oui
Rampe;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;Pset_RampCommon.Status;-;Oui
Rampe;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Rampe;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Rampe;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Rampe;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Rampe;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Rampe;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcRampType.PredefinedType;Type IFC Predefined Type;Oui
Rampe;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcRampType.PredefinedType;Type IFC Predefined Type;Oui
Rampe;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcRampType.PredefinedType;Type IFC Predefined Type;Oui
Rampe;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcRampType.PredefinedType;Type IFC Predefined Type;Oui
Rampe;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Rampe;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Rampe;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Rampe;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Rampe;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Rampe;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Rampe;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Rampe;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Rampe;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Rampe;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_RampCommon.Status;Phase Created;Oui
Rampe;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_RampCommon.Status;Phase Created;Oui
Rampe;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_RampCommon.Status;Phase Created;Oui
Rampe;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_RampCommon.Status;Phase Created;Oui
Rampe;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_RampCommon.Status;Phase Created;Oui
Rampe;Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Rampe;Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Rampe;Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Rampe;Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Rampe;Documentation;Descriptifs;APS;Principe constructif;;;Oui
Rampe;Documentation;Descriptifs;APD;Principe constructif;;;Oui
Rampe;Documentation;Descriptifs;APD;Prédimensionnement;;;Oui
Rampe;Documentation;Descriptifs;APD;Prescriptions;;;Oui
Rampe;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Rampe;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Rampe;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Rampe;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Plan des percements;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Plan des percements;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Plan des percements;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Plan de coffrage;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Plan de coffrage;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Plan de coffrage;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Plan joints de dilatation;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Plan joints de dilatation;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Plan joints de dilatation;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Plan de ferraillage;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Plan de ferraillage;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Plan éléments spécifiques;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Plan éléments spécifiques;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Plan éléments spécifiques;;;Oui
Rampe;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Rapport stabilité;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Rapport stabilité;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Rapport stabilité;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Rampe;Documentation;Plans et schémas;APD;Surcharges d’exploitation;;;Oui
Rampe;Documentation;Plans et schémas;PDE;Surcharges d’exploitation;;;Oui
Rampe;Documentation;Plans et schémas;EXE;Surcharges d’exploitation;;;Oui
Rampe;Documentation;Plans et schémas;EXP;Surcharges d’exploitation;;;Oui
