Element,Categorie,Sous_categorie,Phase,Type de document,Propriété,Paramètre IFC,Paramètre Revit_ENG,Nom,IFC Type,Catégorie Revit,Classification,Numéro - Description
Rampe,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Rampe,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Rampe,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Rampe,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Rampe,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Rampe,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Plan des percements,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Plan des percements,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Plan des percements,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Plan de coffrage,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Plan de coffrage,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Plan de coffrage,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Plan joints de dilatation,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Plan joints de dilatation,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Plan joints de dilatation,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Détail d'exécution,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Détail d'exécution,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Détail d'exécution,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Plan de ferraillage,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Plan de ferraillage,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Plan éléments spécifiques,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Plan éléments spécifiques,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Plan éléments spécifiques,,,,,,,,
Rampe,Documentation,Plans et schémas,APD,Rapport energétique,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Rapport energétique,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Rapport energétique,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Rapport energétique,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Rapport stabilité,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Rapport stabilité,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Rapport stabilité,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Déclaration de performance environnementale,,,,,,,,
Rampe,Documentation,Plans et schémas,APD,Surcharges d’exploitation,,,,,,,,
Rampe,Documentation,Plans et schémas,PDE,Surcharges d’exploitation,,,,,,,,
Rampe,Documentation,Plans et schémas,EXE,Surcharges d’exploitation,,,,,,,,
Rampe,Documentation,Plans et schémas,EXP,Surcharges d’exploitation,,,,,,,,
Rampe,Classification,,Toutes,,,,,,,,Uniformat II 2010,B1010.50 - Ramps
Récolte des eaux,Classe et type IFC,,Toutes,,,,,Gouttière,IfcPipeSegmentType.GUTTER,Gutters,,
Récolte des eaux,Classe et type IFC,,Toutes,,,,,Chéneau,IfcPipeSegmentType.GUTTER,Gutters,,
Récolte des eaux,Classe et type IFC,,Toutes,,,,,Chenal,IfcPipeSegmentType.GUTTER,Gutters,,
Récolte des eaux,Informations alphanumériques,Niveau objet,APD,,Statut de rénovation (Archicad),ePset_PipeSegmentTypeCommon.Status,-,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,PDE,,Statut de rénovation (Archicad),ePset_PipeSegmentTypeCommon.Status,-,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXE,,Statut de rénovation (Archicad),ePset_PipeSegmentTypeCommon.Status,-,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXP,,Statut de rénovation (Archicad),ePset_PipeSegmentTypeCommon.Status,-,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,APD,,Type IFC,IfcPipeSegmentType.PredefinedType,Type IFC Predefined Type,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IfcPipeSegmentType.PredefinedType,Type IFC Predefined Type,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IfcPipeSegmentType.PredefinedType,Type IFC Predefined Type,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IfcPipeSegmentType.PredefinedType,Type IFC Predefined Type,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,APD,,Statut,ePset_PipeSegmentTypeCommon.Status,Phase Created,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_PipeSegmentTypeCommon.Status,Phase Created,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_PipeSegmentTypeCommon.Status,Phase Created,,,,,
Récolte des eaux,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_PipeSegmentTypeCommon.Status,Phase Created,,,,,
Récolte des eaux,Informations alphanumériques,Niveau matériau,APD,,Materiau,IfcMaterial,[not manageable],,,,,
Récolte des eaux,Informations alphanumériques,Niveau matériau,PDE,,Materiau,IfcMaterial,[not manageable],,,,,
Récolte des eaux,Informations alphanumériques,Niveau matériau,EXE,,Materiau,IfcMaterial,[not manageable],,,,,
Récolte des eaux,Informations alphanumériques,Niveau matériau,EXP,,Materiau,IfcMaterial,[not manageable],,,,,
Récolte des eaux,Documentation,Descriptifs,APD,Principe constructif,,,,,,,,
Récolte des eaux,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Récolte des eaux,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Récolte des eaux,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Récolte des eaux,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Récolte des eaux,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Récolte des eaux,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Récolte des eaux,Documentation,Plans et schémas,PDE,Détail d'exécution,,,,,,,,
Récolte des eaux,Documentation,Plans et schémas,EXE,Détail d'exécution,,,,,,,,
Récolte des eaux,Documentation,Plans et schémas,EXP,Détail d'exécution,,,,,,,,
Récolte des eaux,Classification,,Toutes,,,,,,,,Uniformat II 2010,B3020.70 - Rainwater Management
Réservoir,Classe et type IFC,,Toutes,,,,,Bâche incendie (souple ou rigide),IfcTankType.USERDEFINED[VESSEL],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Ballon tampon,IfcTankType.PRESSUREVESSEL,Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Ballon eau-morte,IfcTankType.USERDEFINED[VESSEL],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Bassin d'orage,IfcTankType.USERDEFINED[BASIN],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Bassin de rétention,IfcTankType.USERDEFINED[BASIN],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Bouteille casse-pression,IfcTankType.USERDEFINED[BREAKPRESSURE],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Citerne eau de pluie,IfcTankType.USERDEFINED[STORAGE],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Réservoir eau grise,IfcTankType.USERDEFINED[STORAGE],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Fosse septique,IfcTankType.USERDEFINED[STORAGE],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,"Réservoir sous-pression (O2, CO2,etc.)",IfcTankType.PRESSUREVESSEL,Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Vase d'expansion,IfcTankType.EXPANSION,Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Citerne à mazout,IfcTankType.USERDEFINED[STORAGE],Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,"Citerne à gaz (gaz naturel, proprane,etc.)",IfcTankType.PRESSUREVESSEL,Mechanical Equipment,,
Réservoir,Classe et type IFC,,Toutes,,,,,Puisard,IfcTankType.USERDEFINED[STORAGE],Mechanical Equipment,,
Réservoir,Informations alphanumériques,Niveau objet,APS,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Réservoir,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Réservoir,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Réservoir,Informations alphanumériques,Niveau objet,APD,,Type IFC,IfcTankType.PredefinedType,Type IFC Predefined Type,,,,,
Réservoir,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IfcTankType.PredefinedType,Type IFC Predefined Type,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IfcTankType.PredefinedType,Type IFC Predefined Type,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IfcTankType.PredefinedType,Type IFC Predefined Type,,,,,
Réservoir,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Réservoir,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Réservoir,Informations alphanumériques,Niveau objet,APS,,Nom objet,IfcRoot.Name,IfcName,,,,,
Réservoir,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Réservoir,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Réservoir,Informations alphanumériques,Niveau objet,APS,,Statut,ePset_FlowStotageDeviceTypeCommon.Status,Phase Created,,,,,
Réservoir,Informations alphanumériques,Niveau objet,APD,,Statut,ePset_FlowStotageDeviceTypeCommon.Status,Phase Created,,,,,
Réservoir,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_FlowStotageDeviceTypeCommon.Status,Phase Created,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_FlowStotageDeviceTypeCommon.Status,Phase Created,,,,,
Réservoir,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_FlowStotageDeviceTypeCommon.Status,Phase Created,,,,,
Réservoir,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Réservoir,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Réservoir,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Réservoir,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Réservoir,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Réservoir,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Réservoir,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Réservoir,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Réservoir,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Réservoir,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Réservoir,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D2010.10 - Facility Potable-Water Storage Tanks
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D2020.10 - Sanitary Sewerage Equipement
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D2030.10 - Stormwater Drainage Equipement
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D2030.60 - Grey Water Systems
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D2060.30 - Gas Systems
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D2060.40 - Chemical-Waste Systems
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3010.50 - Fuel Storage Tanks
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3050.10 - Facility Hydronic Distribution
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3050.30 - Facility Steam Distribution
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,D5080.40 - Cathodic Protection
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,G1050.60 - Contaminated Site Material Removal
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,G3010.10 - Site Domestic Water Distribution
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,G3010.30 - Site Fire Protection Water Distribution
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,G3010.50 - SIte Irrigation Water Distribution
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,G3020.40 - Utiilty Septic Tanks
Réservoir,Classification,,Toutes,,,,,,,,Uniformat II 2010,G3060 - Site Fuel Distribution
Semelle de fondation,Classe et type IFC,,Toutes,,,,,Semelle isolé,IfcFooting.PAD_FOOTING,Structural Foundations,,
Semelle de fondation,Classe et type IFC,,Toutes,,,,,Plot de fondation,IfcFooting.PAD_FOOTING,Structural Foundations,,
Semelle de fondation,Classe et type IFC,,Toutes,,,,,Surépaisseur radier ponctuelle,IfcFooting.PAD_FOOTING,Structural Foundations,,
Semelle de fondation,Classe et type IFC,,Toutes,,,,,Semelle filante,IfcFooting.STRIP_FOOTING,Structural Foundations,,
Semelle de fondation,Classe et type IFC,,Toutes,,,,,Semelle continue,IfcFooting.STRIP_FOOTING,Structural Foundations,,
Semelle de fondation,Classe et type IFC,,Toutes,,,,,Surépaisseur radier linéaire,IfcFooting.STRIP_FOOTING,Structural Foundations,,
Semelle de fondation,Informations alphanumériques,Niveau objet,APD,,Statut de rénovation (Archicad),ePset_FootingCommon.Status,-,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,PDE,,Statut de rénovation (Archicad),ePset_FootingCommon.Status,-,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXE,,Statut de rénovation (Archicad),ePset_FootingCommon.Status,-,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXP,,Statut de rénovation (Archicad),ePset_FootingCommon.Status,-,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,APD,,Type IFC,IfcFootingType.PredefinedType,Type IFC Predefined Type,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IfcFootingType.PredefinedType,Type IFC Predefined Type,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IfcFootingType.PredefinedType,Type IFC Predefined Type,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IfcFootingType.PredefinedType,Type IFC Predefined Type,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,APD,,Statut,ePset_FootingCommon.Status,Phase Created,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_FootingCommon.Status,Phase Created,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_FootingCommon.Status,Phase Created,,,,,
Semelle de fondation,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_FootingCommon.Status,Phase Created,,,,,
Semelle de fondation,Informations alphanumériques,Niveau matériau,APD,,Materiau,IfcMaterial,[not manageable],,,,,
Semelle de fondation,Informations alphanumériques,Niveau matériau,PDE,,Materiau,IfcMaterial,[not manageable],,,,,
Semelle de fondation,Informations alphanumériques,Niveau matériau,EXE,,Materiau,IfcMaterial,[not manageable],,,,,
Semelle de fondation,Informations alphanumériques,Niveau matériau,EXP,,Materiau,IfcMaterial,[not manageable],,,,,
Semelle de fondation,Documentation,Descriptifs,APD,Principe constructif,,,,,,,,
Semelle de fondation,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Semelle de fondation,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Semelle de fondation,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,PDE,Plan de coffrage,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Plan de coffrage,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXP,Plan de coffrage,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,PDE,Plan joints de dilatation,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Plan joints de dilatation,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXP,Plan joints de dilatation,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,PDE,Détail d'exécution,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Détail d'exécution,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXP,Détail d'exécution,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Plan de ferraillage,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXP,Plan de ferraillage,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,PDE,Plan éléments spécifiques,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Plan éléments spécifiques,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXP,Plan éléments spécifiques,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,APD,Rapport étude géotechnique,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,PDE,Rapport étude géotechnique,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Rapport étude géotechnique,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXP,Rapport étude géotechnique,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,PDE,Rapport stabilité,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Rapport stabilité,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXP,Rapport stabilité,,,,,,,,
Semelle de fondation,Documentation,Plans et schémas,EXE,Déclaration de performance environnementale,,,,,,,,
Semelle de fondation,Classification,,Toutes,,,,,,,,Uniformat II 2010,A1010.10 - Wall FoundationA4040 - Pits and Bases
Silencieux de ventilation,Classe et type IFC,,Toutes,,,,,Silencieux oval,IfcDuctSilencerType.FLATOVAL,Duct Accessories,,
Silencieux de ventilation,Classe et type IFC,,Toutes,,,,,Silencieux rectangulaire,IfcDuctSilencerType.RECTANGULAR,Duct Accessories,,
Silencieux de ventilation,Classe et type IFC,,Toutes,,,,,Silencieux rond,IfcDuctSilencerType.ROUND,Duct Accessories,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IfcDuctSilencerType.PredefinedType,Type IFC Predefined Type,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IfcDuctSilencerType.PredefinedType,Type IFC Predefined Type,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IfcDuctSilencerType.PredefinedType,Type IFC Predefined Type,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_DuctSilencerTypeCommon.Status,Phase Created,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_DuctSilencerTypeCommon.Status,Phase Created,,,,,
Silencieux de ventilation,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_DuctSilencerTypeCommon.Status,Phase Created,,,,,
Silencieux de ventilation,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Silencieux de ventilation,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Silencieux de ventilation,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Silencieux de ventilation,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Silencieux de ventilation,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Silencieux de ventilation,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Silencieux de ventilation,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Silencieux de ventilation,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Silencieux de ventilation,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Silencieux de ventilation,Documentation,Plans et schémas,PDE,Performances à atteindre,,,,,,,,
Silencieux de ventilation,Documentation,Plans et schémas,EXE,Performances à atteindre,,,,,,,,
Silencieux de ventilation,Documentation,Plans et schémas,EXP,Performances à atteindre,,,,,,,,
Silencieux de ventilation,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3060.90 - Ventilation Supplementary Components
Site,Classe et type IFC,,Toutes,,,,,Site,IfcSite,Site,,
Site,Classe et type IFC,,Toutes,,,,,Point de référence,IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT],Generic Models,,
Site,Classe et type IFC,,Toutes,,,,,Point de géoréférencement,IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT],Generic Models,,
Site,Classe et type IFC,,Toutes,,,,,Point 0,IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT],Generic Models,,
Site,Classe et type IFC,,Toutes,,,,,"0,0,0",IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT],Generic Models,,
Site,Géométrie,Exigences minima,APS,,Symbole,,,,,,,
Site,Géométrie,Exigences minima,APD,,Symbole,,,,,,,
Site,Géométrie,Exigences minima,PDE,,Symbole,,,,,,,
Site,Géométrie,Exigences minima,EXE,,Symbole,,,,,,,
Site,Géométrie,Exigences minima,EXP,,Symbole,,,,,,,
Site,Informations alphanumériques,Niveau objet,APS,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
