Element,Categorie,Sous_categorie,Phase,Type de document,Propriété,Paramètre IFC,Paramètre Revit_ENG,Nom,IFC Type,Catégorie Revit,Classification,Numéro - Description
Diffusion de chaleur - radiateu,Classe et type IFC,,Toutes,,,,,Radiateur électrique,IfcSpaceHeater.RADIATOR,Mechanical Equipment,,
Diffusion de chaleur - radiateu,Classe et type IFC,,Toutes,,,,,Radiateur à plaques,IfcSpaceHeater.RADIATOR,Mechanical Equipment,,
Diffusion de chaleur - radiateu,Classe et type IFC,,Toutes,,,,,Sèche-serviette,IfcSpaceHeater.RADIATOR,Mechanical Equipment,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,APD,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,APD,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,PDE,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXE,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleur - radiateu,Informations alphanumériques,Niveau objet,EXP,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleur - radiateu,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,PDE,Protocole de communication,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXE,Protocole de communication,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXP,Protocole de communication,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,APD,Rapport energétique,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,PDE,Rapport energétique,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,EXE,Rapport energétique,,,,,,,,
Diffusion de chaleur - radiateu,Documentation,Plans et schémas,EXP,Rapport energétique,,,,,,,,
Diffusion de chaleur - radiateu,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3020.70 - Decentralized Heating Equipment
Diffusion de chaleur - radiateu,Classification,,Toutes,,,,,,,,DIN276,KG 423 - RaumHeizflächen
Diffusion de chaleurfroid - con,Classe et type IFC,,Toutes,,,,,Plinthes chauffantes,IfcSpaceHeater.CONVECTOR,Mechanical Equipment,,
Diffusion de chaleurfroid - con,Classe et type IFC,,Toutes,,,,,Tubes à ailettes,IfcSpaceHeater.CONVECTOR,Mechanical Equipment,,
Diffusion de chaleurfroid - con,Classe et type IFC,,Toutes,,,,,Ventilo-convecteur,IfcSpaceHeater.CONVECTOR,Mechanical Equipment,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,APD,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,APD,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,PDE,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXE,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - con,Informations alphanumériques,Niveau objet,EXP,,Statut,Pset_SpaceHeaterTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - con,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,PDE,Protocole de communication,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXE,Protocole de communication,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXP,Protocole de communication,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,APD,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,PDE,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,EXE,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - con,Documentation,Plans et schémas,EXP,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - con,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3020.70 - Decentralized Heating Equipment\nD3030.70 Decentralized Cooling
Diffusion de chaleurfroid - con,Classification,,Toutes,,,,,,,,DIN276,KG 423 - RaumHeizflächen
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Chauffage sol à eau,IfcCoil.WATERHEATINGCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Refroidissement sol à eau,IfcCoil.WATERCOOLINGCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Chauffage/refroidissement sol à eau,IfcCoil.HYDRONICCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Chauffage sol détente directe,IfcCoil.DXCOOLINGCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Plafond actif chaud à eau,IfcCoil.WATERHEATINGCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Plafond actif froid à eau,IfcCoil.WATERCOOLINGCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Plafond actif chaud/froid à eau,IfcCoil.HYDRONICCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Plafond électrique,IfcCoil.ELECTRICHEATINGCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Classe et type IFC,,Toutes,,,,,Plancher électrique,IfcCoil.ELECTRICHEATINGCOIL,Mechanical Equipment,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,APD,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,APD,,Statut,Pset_CoilTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,PDE,,Statut,Pset_CoilTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXE,,Statut,Pset_CoilTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - sur,Informations alphanumériques,Niveau objet,EXP,,Statut,Pset_CoilTypeCommon.Status,Phase Created,,,,,
Diffusion de chaleurfroid - sur,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,PDE,Protocole de communication,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXE,Protocole de communication,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXP,Protocole de communication,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,APD,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,PDE,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,EXE,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - sur,Documentation,Plans et schémas,EXP,Rapport energétique,,,,,,,,
Diffusion de chaleurfroid - sur,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3020.70 - Decentralized Heating Equipment\nD3030.70 Decentralized Cooling
Diffusion de chaleurfroid - sur,Classification,,Toutes,,,,,,,,DIN276,KG 423 - RaumHeizflächen
Echangeur air-air,Classe et type IFC,,Toutes,,,,,Echangeur à plaque à contre courant,IfcAirToAirHeatRecovery.FIXEDPLATECOUNTERFLOWEXCHANGER,Mechanical Equipment,,
Echangeur air-air,Classe et type IFC,,Toutes,,,,,Echangeur à plaque flux croisé,IfcAirToAirHeatRecovery.FIXEDPLATECROSSFLOWEXCHANGER,Mechanical Equipment,,
Echangeur air-air,Classe et type IFC,,Toutes,,,,,Echangeur à plaque flux parallèle,IfcAirToAirHeatRecovery.FIXEDPLATEPARALLELFLOWEXCHANGER,Mechanical Equipment,,
Echangeur air-air,Classe et type IFC,,Toutes,,,,,Echangeur à roue,IfcAirToAirHeatRecovery.ROTARYWHEEL,Mechanical Equipment,,
Echangeur air-air,Classe et type IFC,,Toutes,,,,,Echangeur à tube,IfcAirToAirHeatRecovery.RUNAROUNDCOILLOOP,Mechanical Equipment,,
Echangeur air-air,Classe et type IFC,,Toutes,,,,,Echangeur enthalpique,IfcAirToAirHeatRecovery.TWINTOWERENTHALPYRECOVERYLOOPS,Mechanical Equipment,,
Echangeur air-air,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,APD,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,APD,,Statut,Pset_AirToAirHeatRecoveryTypeCommon.Status,Phase Created,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,PDE,,Statut,Pset_AirToAirHeatRecoveryTypeCommon.Status,Phase Created,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXE,,Statut,Pset_AirToAirHeatRecoveryTypeCommon.Status,Phase Created,,,,,
Echangeur air-air,Informations alphanumériques,Niveau objet,EXP,,Statut,Pset_AirToAirHeatRecoveryTypeCommon.Status,Phase Created,,,,,
Echangeur air-air,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Echangeur air-air,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Echangeur air-air,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Echangeur air-air,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Echangeur air-air,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Echangeur air-air,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Echangeur air-air,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,PDE,Protocole de communication,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXE,Protocole de communication,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXP,Protocole de communication,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Echangeur air-air,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,APD,Schéma unifilaire,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,APD,Rapport energétique,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,PDE,Rapport energétique,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,EXE,Rapport energétique,,,,,,,,
Echangeur air-air,Documentation,Plans et schémas,EXP,Rapport energétique,,,,,,,,
Echangeur air-air,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3060.60 - Air-to-Air Energy Recovery
Echangeur air-air,Classification,,Toutes,,,,,,,,DIN276,KG431 - Lüftungsanlagen
Echangeur air-air,Classification,,Toutes,,,,,,,,DIN276,KG432 - Teilklimaanlagen
Echangeur air-air,Classification,,Toutes,,,,,,,,DIN276,KG433 - Klimaanlagen
Echangeur air-air,Classification,,Toutes,,,,,,,,DIN276,KG434 - Kälteanlagen
Echangeur air-air,Classification,,Toutes,,,,,,,,DIN276,"KG475 - Prozesswärme-, kälte- und -luftanlagen"
Elément de charpente linéaire,Classe et type IFC,,Toutes,,,,,Solive de plancher,IfcMember.USERDEFINED[JOIST],Structural Framing,,
Elément de charpente linéaire,Classe et type IFC,,Toutes,,,,,Elément vertical ossature bois,IfcMember.STUD,Structural Framing,,
Elément de charpente linéaire,Classe et type IFC,,Toutes,,,,,Lisse horizontale ossature bois,IfcMember.PLATE,Structural Framing,,
Elément de charpente linéaire,Classe et type IFC,,Toutes,,,,,Chevron,IfcMember.RAFTER,Structural Framing,,
Elément de charpente linéaire,Classe et type IFC,,Toutes,,,,,Contreventement,IfcMember.BRACE,Structural Framing,,
Elément de charpente linéaire,Classe et type IFC,,Toutes,,,,,Limon,IfcMember.STRINGER,Structural Framing,,
